taxon,specimen,ITS,ncpGS,psbA_trnH,psbJ_petA,rbcL,trnL_trnF,trnS_trnG,trnT_trnL
Oxalis_bifurca,Bellstedt764,EU436965,NA,NA,NA,NA,EU437100,EU437251,NA
Oxalis_blastorrhiza,Dreyer788,EU436974,NA,NA,NA,NA,AJ582298,EU437260,NA
Oxalis_bowiei,MO502cfbowiei,EU436895,NA,NA,NA,NA,EU437055,EU437183,NA
Oxalis_brasiliensis,Holmes0008,EU436879,NA,NA,NA,NA,EU437044,EU437168,NA
Oxalis_bullulata,Dreyer792,EU436908,NA,NA,NA,NA,EU437063,EU437196,NA
Oxalis_burkei,Dreyer618,EU437029,NA,NA,NA,NA,AJ582299,NA,NA
Oxalis_burtoniae,Oberlander0031,EU437008,NA,NA,NA,NA,AJ582300,EU437294,NA
Oxalis_callosa,Oberlander0120,EU436973,NA,NA,NA,NA,EU437103,EU437259,NA
Oxalis_camelopardalis,Oberlander0071,EU437012,NA,NA,NA,NA,EU437119,EU437298,NA
Oxalis_campicola,Dreyer780,EU436981,NA,NA,NA,NA,AJ582301,EU437267,NA
Oxalis_campylorrhiza,Dreyer696,EU436947,NA,NA,NA,NA,AJ582302,EU437233,NA
Oxalis_aff_campylorrhiza,Dreyer689,EU436948,NA,NA,NA,NA,EU437089,EU437234,NA
Oxalis_capillacea,Dreyer625,EU437013,NA,NA,NA,NA,AJ582304,EU437299,NA
Oxalis_caprina,DreyerOberlander0001,EU436892,NA,NA,NA,NA,AJ582305,EU437180,NA
Oxalis_cathara,MO582cathara,EU436931,NA,NA,NA,NA,EU437077,EU437218,NA
Oxalis_ciliaris,Dreyer613,EU436979,NA,NA,NA,NA,AJ582307,EU437265,NA
Oxalis_clavifolia,Oberlander0141,EU436951,NA,NA,NA,NA,EU437090,EU437237,NA
Oxalis_commutata,Dreyer606,EU436898,NA,NA,NA,NA,AJ582308,EU437186,NA
Oxalis_comosa,Mucina220901/30A,EU436954,NA,NA,NA,NA,EU437091,EU437240,NA
Oxalis_compressa,BayerOberlander0009,EU436883,NA,NA,NA,NA,EU437046,EU437172,NA
Oxalis_comptonii,Dreyer802,EU436985,NA,NA,NA,NA,AJ582309,EU437272,NA
Oxalis_confertifolia,Oberlander0075,EU437011,NA,NA,NA,NA,EU437118,EU437297,NA
Oxalis_convexula,Oberlander0014,EU436913,NA,NA,NA,NA,EU437067,EU437201,NA
Oxalis_copiosa,Oberlander0021,EU436887,NA,NA,NA,NA,EU437049,EU437176,NA
Oxalis_corniculata,Oberlander0025,EU436867,NA,NA,NA,NA,AJ582310,EU437156,NA
Oxalis_crocea,Dreyer693,EU436950,NA,NA,NA,NA,AJ582311,EU437236,NA
Oxalis_cuneata,Dreyer791,EU436969,NA,NA,NA,NA,EU437101,EU437255,NA
Oxalis_densa,Oberlander0169,EU436921,NA,NA,NA,NA,EU437073,EU437209,NA
Oxalis_dentata,Cilliers0004,EU436888,NA,NA,NA,NA,AJ582312,EU437177,NA
Oxalis_depressa,Oberlander0085,EU436909,NA,NA,NA,NA,EU437064,EU437197,NA
Oxalis_deserticola,Oberlander0114,EU436939,NA,NA,NA,NA,EU437083,EU437226,NA
Oxalis_dichotoma,Oberlander0052,EU436893,NA,NA,NA,NA,EU437053,EU437181,NA
Oxalis_dilatata,BayerOberlander0014,EU436910,NA,NA,NA,NA,EU437065,EU437198,NA
Oxalis_dillenii,Walter6565,EU436868,NA,NA,NA,NA,EU437034,EU437157,NA
Oxalis_dines,Helme1355,EU436943,NA,NA,NA,NA,EU437085,NA,NA
Oxalis_disticha,Oberlander0159,EU436942,NA,NA,NA,NA,EU437084,EU437229,NA
Oxalis_dregei,Mucina210903/11,EU436930,NA,NA,NA,NA,AJ582313,EU437217,NA
Oxalis_droseroides,Oberlander0079,EU436994,NA,NA,NA,NA,EU437111,EU437280,NA
Oxalis_duriuscula,Oberlander0082,EU437020,NA,NA,NA,NA,EU437123,EU437306,NA
Oxalis_ebracteata,Dreyer644,EU436990,NA,NA,NA,NA,AJ582314,EU437276,NA
Oxalis_eckloniana,Dreyer628,EU437025,NA,NA,NA,NA,AJ582315,EU437311,NA
Oxalis_engleriana,Oberlander0010,EU436961,NA,NA,NA,NA,AJ582316,EU437247,NA
Oxalis_exserta,Dreyer686,EU436967,NA,NA,NA,NA,AJ582317,EU437253,NA
Oxalis_fabaefolia,Dreyer721/A,EU436925,NA,NA,NA,NA,EU437075,EU437212,NA
Oxalis_falcatula,Oberlander0096,EU436992,NA,NA,NA,NA,EU437109,EU437278,NA
Oxalis_fergusoniae,Oberlander0111,EU436912,NA,NA,NA,NA,EU437066,EU437200,NA
Oxalis_fibrosa,Oberlander0051,EU436958,NA,NA,NA,NA,EU437095,EU437244,NA
Oxalis_flava,Dreyer614,EU436924,NA,NA,NA,NA,AJ582318,EU437211,NA
Oxalis_flaviuscula,Dreyer701,EU436929,NA,NA,NA,NA,AJ582319,EU437216,NA
Oxalis_fourcadei,BeanVlok2046,EU436923,NA,NA,NA,NA,EU437074,NA,NA
Oxalis_furcillata,Oberlander0022,EU436952,NA,NA,NA,NA,AJ582320,EU437238,NA
Oxalis_giftbergensis,Dreyer796,EU436988,NA,NA,NA,NA,AJ582321,EU437274,NA
Oxalis_glabra,Mucina170601/2,EU437000,NA,NA,NA,NA,AJ582322,EU437286,NA
Oxalis_goniorrhiza,Oberlander0157,EU437002,NA,NA,NA,NA,EU437114,EU437288,NA
Oxalis_gracilipes,Dreyer645,EU436991,NA,NA,NA,NA,EU437108,EU437277,NA
Oxalis_gracilis,Oberlander123,EU436976,NA,NA,NA,NA,EU437104,EU437262,NA
Oxalis_grammopetala,Oberlander0156,EU436906,NA,NA,NA,NA,EU437062,EU437194,NA
Oxalis_grammophylla,Dreyer670,EU437016,NA,NA,NA,NA,AJ582323,EU437302,NA
Oxalis_haedulipes,Mucina180903/9,EU436886,NA,NA,NA,NA,EU437048,EU437175,NA
Oxalis_heterophylla,BayerOberlander0008,EU437018,NA,NA,NA,NA,EU437121,EU437304,NA
Oxalis_hirta,Dreyer646,EU436971,NA,NA,NA,NA,AJ582324,EU437257,NA
Oxalis_hygrophila,KumwendaDreyer0001,EU437024,NA,NA,NA,NA,AJ582333,EU437310,NA
Oxalis_hypsophila,Dreyer805,EU436874,NA,NA,NA,NA,EU437040,EU437163,NA
Oxalis_imbricata,Oberlander0062,EU436896,NA,NA,NA,NA,EU437056,EU437184,NA
Oxalis_incarnata,Oberlander0063,EU436957,NA,NA,NA,NA,EU437094,EU437243,NA
Oxalis_inconspicua,Dreyer707,EU436944,NA,NA,NA,NA,EU437086,EU437230,NA
Oxalis_kamiesbergensis,MO592cfkamiebergensis,EU436970,NA,NA,NA,NA,EU437102,EU437256,NA
Oxalis_knuthiana,Dreyer721,EU436884,NA,NA,NA,NA,AJ582325,EU437173,NA
Oxalis_lanata,Dreyer751,EU437027,NA,NA,NA,NA,EU437125,NA,NA
Oxalis_lasiandra,MO455,EU436876,NA,NA,NA,NA,EU437041,EU437165,NA
Oxalis_lateriflora,Dreyer651,EU436890,NA,NA,NA,NA,EU437051,NA,NA
Oxalis_lateriflora,Dreyer652,NA,NA,NA,NA,NA,NA,EU437178,NA
Oxalis_latifolia,Oberlander0023,EU436875,NA,NA,NA,NA,AJ582326,EU437164,NA
Oxalis_leptocalyx,Oberlander0076,EU437001,NA,NA,NA,NA,EU437113,EU437287,NA
Oxalis_leptogramma,Dreyer617,EU437014,NA,NA,NA,NA,AJ582327,EU437300,NA
Oxalis_lichenoides,Dreyer785,EU436919,NA,NA,NA,NA,AJ582328,EU437207,NA
Oxalis_linearis,Dreyer679,EU436972,NA,NA,NA,NA,AJ582329,EU437258,NA
Oxalis_livida,Oberlander0078,EU436889,NA,NA,NA,NA,EU437050,NA,NA
Oxalis_louisae,Dreyer708,EU436928,NA,NA,NA,NA,AJ582330,EU437215,NA
Oxalis_luteola,Oberlander0026,EU436904,NA,NA,NA,NA,AJ582331,EU437192,NA
Oxalis_massoniana,Holmes0016,EU437015,NA,NA,NA,NA,EU437120,EU437301,NA
Oxalis_meisneri,Oberlander0088,EU436993,NA,NA,NA,NA,EU437110,EU437279,NA
Oxalis_melanosticta,Dreyer622,EU436901,NA,NA,NA,NA,AJ582332,EU437189,NA
Oxalis_minuta,Dreyer727,EU437028,NA,NA,NA,NA,AJ582334,NA,NA
Oxalis_monophylla,DreyerOberlander0003,EU436927,NA,NA,NA,NA,AJ582335,EU437214,NA
Oxalis_multicaulis,Oberlander0080,EU436998,NA,NA,NA,NA,EU437112,EU437284,NA
Oxalis_namaquana,Dreyer713,EU436941,NA,NA,NA,NA,AJ582336,EU437228,NA
Oxalis_natans,Oberlander0160,EU437009,NA,NA,NA,NA,EU437117,EU437295,NA
Oxalis_nidulans,Dreyer752,EU437026,NA,NA,NA,NA,AJ582337,EU437312,NA
Oxalis_nortieri,Oberlander0112,EU436914,NA,NA,NA,NA,EU437068,EU437202,NA
Oxalis_obliquifolia,Bellstedt711,EU436915,NA,NA,NA,NA,EU437069,EU437203,NA
Oxalis_obtusa,Dreyer691,EU436922,NA,NA,NA,NA,AJ582338,EU437210,NA
Oxalis_oculifera,Dreyer799,EU436953,NA,NA,NA,NA,AJ582339,EU437239,NA
Oxalis_oligophylla,Dreyer797,EU437023,NA,NA,NA,NA,AJ582340,EU437309,NA
Oxalis_orbicularis,Oberlander0066,EU436899,NA,NA,NA,NA,EU437058,EU437187,NA
Oxalis_oreophila,Dreyer666,EU436975,NA,NA,NA,NA,AJ582341,EU437261,NA
Oxalis_orthopoda,Oberlander0068,EU436956,NA,NA,NA,NA,EU437093,EU437242,NA
Oxalis_cf_pachyrrhiza,Dreyer809,EU436871,NA,NA,NA,NA,EU437037,EU437160,NA
Oxalis_pallens,Dreyer654,EU436997,NA,NA,NA,NA,AJ582342,EU437283,NA
Oxalis_palmifrons,Holmes0019,EU437021,NA,NA,NA,NA,EU437124,EU437307,NA
Oxalis_pendulifolia,Oberlander0067,EU437019,NA,NA,NA,NA,EU437122,EU437305,NA
Oxalis_perdicaria,Botrand0002,EU436878,NA,NA,NA,NA,EU437043,EU437167,NA
Oxalis_pes-caprae,Dreyer662,EU436882,NA,NA,NA,NA,AJ582343,EU437171,NA
Oxalis_phloxidiflora,Dreyer678,EU436984,NA,NA,NA,NA,EU437106,EU437270,NA
Oxalis_pillansiana,Oberlander0135,EU436938,NA,NA,NA,NA,EU437082,EU437225,NA
Oxalis_pocockiae,Dreyer626,EU436911,NA,NA,NA,NA,AJ582344,EU437199,NA
Oxalis_polyphylla,Cilliers0002,EU437010,NA,NA,NA,NA,AJ582345,EU437296,NA
Oxalis_porphyriosiphon,Oberlander0167,EU436987,NA,NA,NA,NA,EU437107,EU437273,NA
Oxalis_primuloides,Dreyer711,EU436966,NA,NA,NA,NA,AJ582346,EU437252,NA
Oxalis_pseudocernua,Craven4781,EU436880,NA,NA,NA,NA,EU437045,EU437169,NA
Oxalis_psilopoda,Oberlander0064,EU436891,NA,NA,NA,NA,EU437052,EU437179,NA
Oxalis_pulchella,Dreyer612,EU436907,NA,NA,NA,NA,AJ582347,EU437195,NA
Oxalis_cf_pulvinata,MO576cfpulvinata,EU436926,NA,NA,NA,NA,EU437076,EU437213,NA
Oxalis_punctata,Cilliers0005,EU436917,NA,NA,NA,NA,AJ582367,EU437205,NA
Oxalis_purpurascens,Dreyer634,EU436881,NA,NA,NA,NA,AJ582348,EU437170,NA
Oxalis_purpurea,Oberlander0024,EU436902,NA,NA,NA,NA,AJ582349,EU437190,NA
Oxalis_pusilla,Dreyer746,EU437004,NA,NA,NA,NA,AJ582350,EU437290,NA
Oxalis_reclinata,Dreyer718,EU436968,NA,NA,NA,NA,AJ582351,EU437254.,NA
Oxalis_recticaulis,Oberlander0170,EU437003,NA,NA,NA,NA,EU437115,EU437289,NA
Oxalis_salteri,Dreyer784,EU436932,NA,NA,NA,NA,AJ582352,EU437219,NA
Oxalis_setosa,Bellstedt770,EU436916,NA,NA,NA,NA,EU437070,EU437204,NA
Oxalis_smithiana,Bellstedt699,EU436964,NA,NA,NA,NA,EU437099,EU437250,NA
Oxalis_sonderiana,Dreyer694,EU436945,NA,NA,NA,NA,EU437087,EU437231,NA
Oxalis_stellata,Oberlander0086,EU436894,NA,NA,NA,NA,EU437054,EU437182,NA
Oxalis_stenopetala,Dreyer675,EU436983,NA,NA,NA,NA,AJ582353,EU437269,NA
Oxalis_stenoptera,Oberlander0138,EU436934,NA,NA,NA,NA,EU437079,EU437221,NA
Oxalis_stictocheila,Dreyer749,EU436996,NA,NA,NA,NA,AJ582355,EU437282,NA
Oxalis_stricta,Walter6518,EU436869,NA,NA,NA,NA,EU437035,EU437158,NA
Oxalis_strigosa,Oberlander0093,EU436959,NA,NA,NA,NA,EU437096,EU437245,NA
Oxalis_suavis,Oberlander0075,EU436937,NA,NA,NA,NA,EU437081,EU437224,NA
Oxalis_suteroides,Oberlander0115,EU436963,NA,NA,NA,NA,EU437098,EU437249,NA
Oxalis_tenella,Dreyer639,EU436978,NA,NA,NA,NA,AJ582356,EU437264,NA
Oxalis_tenuifolia,Oberlander0027,EU436995,NA,NA,NA,NA,EU437112,EU437281,NA
Oxalis_tenuipes,Dreyer800,EU436986,NA,NA,NA,NA,AJ582358,EU437271,NA
Oxalis_tenuis,Dreyer793,EU436989,NA,NA,NA,NA,AJ582359,EU437275,NA
Oxalis_tetraphylla,MO392cftetraphylla,EU436877,NA,NA,NA,NA,EU437042,EU437166,NA
Oxalis_tomentosa,Roller0006,EU437022,NA,NA,NA,NA,AJ582360,EU437308,NA
Oxalis_cf_tragopoda,MO490cftragopoda,EU436897,NA,NA,NA,NA,EU437057,EU437185,NA
Oxalis_truncatula,Dreyer605,EU436960,NA,NA,NA,NA,AJ582361,EU437246,NA
Oxalis_uliginosa,MO394uliginosa,EU436933,NA,NA,NA,NA,EU437078,EU437220,NA
Oxalis_urbaniana,Bytebier2015,EU436999,NA,NA,NA,NA,AJ582362,EU437285,NA
Oxalis_valdiviensis,Botrand0001,EU436873,NA,NA,NA,NA,EU437039,EU437162,NA
Oxalis_versicolor,Oberlander0034,EU437006,NA,NA,NA,NA,AJ582363,EU437292,NA
Oxalis_virginea,MO580virginea,EU436955,NA,NA,NA,NA,EU437092,EU437241,NA
Oxalis_viscosa,Dreyer642,EU436949,NA,NA,NA,NA,AJ582364,EU437235,NA
Oxalis_vulcanicola,MO702cfhedysaroides,EU436872,NA,NA,NA,NA,EU437038,EU437161,NA
Oxalis_xantha,Dreyer671,EU436980,NA,NA,NA,NA,AJ582365,EU437266,NA
Oxalis_zeekoevleyensis,Oberlander0012,EU436900,NA,NA,NA,NA,EU437059,EU437188,NA
Oxalis_zeyheri,MO590cfzeyheri,EU436962,NA,NA,NA,NA,EU437097,EU437248,NA
Oxalis_peduncularis,UnknownN,AY356350,NA,NA,NA,NA,NA,NA,NA
Oxalis_articulata,UnknownN,Z66545,NA,NA,NA,NA,NA,NA,NA
Oxalis_villosula,UnknownN,Z66547,NA,NA,NA,NA,NA,NA,NA
Oxalis_tuberosa,UnknownN,Z66546,NA,NA,NA,NA,NA,NA,NA
Oxalis_corniculata,Vaio386,NA,NA,NA,KC602036,NA,KC602060,NA,KC602088
Oxalis_corniculata,Vaio413,KC602003,NA,NA,NA,NA,NA,NA,NA
Oxalis_corniculata,Emshwiller793,JN603192,NA,NA,JN836781,NA,EU437126,NA,JN836851
Oxalis_corniculata,GardnerS1,KC602004,NA,NA,KC602032,NA,KC602056,NA,KC602085
Oxalis_corniculata,Oberlander0025,EU436867,NA,NA,NA,NA,NA,NA,EU437361
Oxalis_corniculata,Whang30690,EU274619,NA,NA,NA,NA,NA,NA,NA
Oxalis_corniculata,Gravendeel723,JN634730,NA,NA,NA,NA,NA,NA,NA
Oxalis_corniculata,shawpc1016I,JN407499,NA,NA,NA,NA,NA,NA,NA
Oxalis_corniculata,Emshwiller992,KC602005,NA,NA,KC602033,NA,KC602057,NA,KC602086
Oxalis_corniculata,KEW37915,KC602006,NA,NA,KC602034,NA,KC602058,NA,NA
Oxalis_corniculata,Vaio259,KC602007,NA,NA,KC602035,NA,KC602059,NA,KC602087
Oxalis_fontana,Whang30761,EU274622,NA,NA,NA,NA,NA,NA,NA
Oxalis_stricta,Walter6518,EU436869,NA,NA,NA,NA,EU437035,NA,NA
Oxalis_stricta,GardnerstrictaB,NA,NA,NA,KC602037,NA,KC602061,NA,KC602089
Oxalis_calachaccensis,Emshwiller151,KC602008,NA,NA,NA,NA,EU437127,NA,NA
Oxalis_calachaccensis,Emshwiller880X,KC602009,NA,NA,KC602038,NA,KC602063,NA,NA
Oxalis_bisfracta,Emshwiller232,KC602010,NA,NA,KC602039,NA,KC602065,NA,KC602091
Oxalis_dillenii,Walter6565,EU436868,NA,NA,NA,NA,EU437034,NA,NA
Oxalis_dillenii,Emshwiller1160,NA,NA,NA,NA,NA,KC602064,NA,KC602090
Oxalis_aureoflava,Munoz4871,JN634725,NA,NA,NA,NA,JN620122,NA,NA
Oxalis_paludosa,Vaio479,KC602011,NA,NA,KC602040,NA,KC602066,NA,KC602092
Oxalis_tenerrima,VaioC30,KC602012,NA,NA,KC602041,NA,KC602067,NA,KC602093
Oxalis_tenerrima,VaioC25,KC602013,NA,NA,NA,NA,NA,NA,NA
Oxalis_conorrhiza,Vaio86,KC602014,NA,NA,NA,NA,NA,NA,KC602094
Oxalis_conorrhiza,Vaio206,NA,NA,NA,KC602042,NA,KC602068,NA,KC602095
Oxalis_conorrhiza,Vaio175,KC602015,NA,NA,NA,NA,KC602069,NA,KC602096
Oxalis_conorrhiza,Vaio528,KC602016,NA,NA,NA,NA,NA,NA,NA
Oxalis_gyrorhiza,Heibl02-035,NA,NA,NA,NA,NA,JN620129,NA,NA
Oxalis_niederleinii,Vaio190,KC602018,NA,NA,KC602044,NA,KC602071,NA,KC602098
Oxalis_refracta,Vaio496,KC602019,NA,NA,KC602045,NA,KC602072,NA,KC602099
Oxalis_eriocarpa,Vaio31,KC602020,NA,NA,KC602046,NA,KC602073,NA,KC602100
Oxalis_dumetorum,Mihoc7330,JN634731,NA,NA,NA,NA,NA,NA,NA
Oxalis_serpens,VaioC27,KC602017,NA,NA,KC602043,NA,KC602070,NA,KC602097
Oxalis_bifrons,Fiaschi3633,KC602021,NA,NA,KC602047,NA,KC602074,NA,KC602101
Oxalis_sarmentosa,VaioC13,KC602022,NA,NA,KC602048,NA,KC602075,NA,KC602102
Oxalis_sarmentosa,VaioC35,KC602023,NA,NA,NA,NA,NA,NA,NA
Oxalis_paranaensis,VaioC2,KC602024,NA,NA,KC602049,NA,KC602076,NA,KC602103
Oxalis_debilis,Vaio62,JN836774,NA,NA,JN836806,NA,JN836760,NA,JN836876
Oxalis_perdicaria,Vaio79,JN836772,NA,NA,JN836808,NA,JN836762,NA,JN836878
Oxalis_floribunda,Vaio358,JN836767,NA,NA,JN836790,NA,JN836758,NA,JN836861
Oxalis_acetosella,Emshwiller114,JN836783,NA,NA,JN836783,NA,JN639537,NA,JN836853
Oxalis_tuberosa,Emshwiller97:50-02,JN603198,NA,NA,JN836787,NA,KC602077,NA,KC602104
Oxalis_rosea,Lammers7916,JN603194,NA,NA,JN836784,NA,JN639538,NA,JN836854
Oxalis_megalorrhiza,Emshwiller773,JN603196,NA,NA,NA,NA,EU437139,NA,JN836856
Oxalis_psoraleoides,Vaio431,KC602030,NA,NA,KC602054,NA,NA,NA,KC602109
Oxalis_psoraleoides,Emshwiller781,NA,NA,NA,NA,NA,EU437128,NA,NA
Oxalis_rhombeo-ovata,Vaio526,KC602031,NA,NA,NA,NA,KC602084,NA,KC602110
Oxalis_frutescens,Vaio426,KC602026,NA,NA,KC602051,NA,KC602080,NA,KC602106
Oxalis_divaricata,Felix13386,KC602028,NA,NA,KC602055,NA,KC602082,NA,KC602111
Oxalis_grisea,Vaio512,KC602025,NA,NA,KC602050,NA,KC602079,NA,KC602105
Oxalis_glaucescens,Felix13539,KC602029,NA,NA,KC602053,NA,KC602083,NA,KC602108
Oxalis_barrelieri,Vaio517,KC602027,NA,NA,KC602052,NA,KC602081,NA,KC602107
Oxalis_articulata_forma_crassipes,Emshwiller463,JN618506,NA,NA,JN836788,NA,NA,NA,JN836859
Oxalis_articulata_subsp_articulata,Vaio505,KX249612,NA,NA,KX249662,NA,KX249636,NA,KX249639
Oxalis_articulata_subsp_rubra,Vaio226,KX249615,NA,NA,KX249663,NA,KX249640,NA,KX249641
Oxalis_sp_Betete,Vaio297,KX249631,NA,NA,KX249668,NA,KX249657,NA,KX249658
Oxalis_sp_Cuervos,Vaio294,KX249632,NA,NA,KX249669,NA,KX249659,NA,KX249660
Oxalis_floribunda_subsp_floribunda,Vaio358,JN836767,NA,NA,JN836790,NA,JN836758,NA,JN836861
Oxalis_floribunda_subsp_ostenii,Vaio388,KX249623,NA,NA,KX249665,NA,KX249647,NA,KX249648
Oxalis_lasiopetala,Vaio87,KX249626,NA,NA,KX249666,NA,KX249651,NA,KX249652
Oxalis_linarantha,Wasum3369,NA,NA,NA,JN618508,NA,JN639541,NA,JN836862
Oxalis_linarantha,Fiaschi3710,KX249629,NA,NA,NA,NA,NA,NA,NA
Oxalis_monticola,Vaio20,KX249630,NA,NA,KX249667,NA,KX249655,NA,KX249656
Oxalis_triangularis_subsp_papilionacea,Emshwiller456,JN618512,NA,NA,JN836793,NA,EU437141,NA,JN836864
Oxalis_geralensis,UnknownN,KX249625,NA,NA,NA,NA,KX249650,NA,KX249649
Oxalis_perdicaria,Vaio79,JN836772,NA,NA,JN836808,NA,JN836762,NA,JN836878
Oxalis_hernandesii,Gardner26,JN618533,NA,NA,JN836828,NA,JN639567,NA,JN836896
Oxalis_flava,Dreyer614,EU436924,NA,NA,NA,NA,AJ582318,NA,EU437372
Oxalis_incarnata,Emshwiller149,JN618509,NA,NA,JN836791,NA,JN639542,NA,JN836863
Oxalis_pes-caprae,Emshwiller608,JN618510,NA,NA,JN836792,NA,EU437145,NA,NA
Oxalis_adenophylla,GardnerADEPH1,JN618511,NA,NA,JN836802,NA,JN639550,NA,JN836872
Oxalis_laciniata,HeiblMunozToro04-047,JN634737,NA,NA,NA,NA,JN620134,NA,JN620097
Oxalis_enneaphylla,HeiblMunozToro04-047,JN634732,NA,NA,NA,NA,JN620127,NA,JN620092
Oxalis_rosea,Heibl03-014,JN634751,NA,NA,JN836784,NA,JN620150,NA,JN836854
Oxalis_alstonii,UnknownN,MH705067,NA,NA,MH705088,NA,EU437129,NA,MH705080
Oxalis_articulata_subsp_articulata,Vaio242,KX249610,NA,NA,KX249681,NA,KX249638,NA,NA
Oxalis_articulata_subsp_rubra,Vaio226,NA,NA,NA,NA,NA,NA,NA,KX249641
Oxalis_barrelieri,UnknownN,KC602027,NA,NA,KC602052,NA,KC602081,NA,KC602107
Oxalis_blackii,Costa115,MH705068,NA,NA,MH705089,NA,MH705073,NA,MH705081
Oxalis_colatinensis,Fiaschi4625,MH705069,NA,NA,MH705090,NA,MH705074,NA,MH705082
Oxalis_cratensis,Vaio404,NA,NA,NA,MH705091,NA,MH705075,NA,MH705083
Oxalis_erosa,UnknownN,MH705070,NA,NA,MH705092,NA,MH705076,NA,MH705084
Oxalis_floribunda,Vaio358,JN836767,NA,NA,JN836790,NA,JN836758,NA,JN836861
Oxalis_frutescens,JPC29,MH705071,NA,NA,MH705093,NA,MH705077,NA,MH705085
Oxalis_neuwiedii,EMA1336,MH705072,NA,NA,MH705094,NA,MH705078,NA,MH705086
Oxalis_psoraleoides,Felix14001,KC602030,NA,NA,KC602054,NA,EU437128,NA,KC602109
Oxalis_rhombeo-ovata,Vaio526,KC602031,NA,NA,NA,NA,KC602084,NA,KC602110
Oxalis_umbraticola,UnknownN,NA,NA,NA,MH705095,NA,MH705079,NA,MH705087
Oxalis_articulata_subsp_articulata,Vaio242,KX249610,NA,NA,KX249681,NA,KX249638,NA,NA
Oxalis_nelsonii,Gardner66,JN618559,NA,NA,N836841,NA,JN639580J,NA,NA
Oxalis_sarmentosa,Nuernberg1849,OQ623654,NA,NA,OR099859,NA,OR099882,NA,NA
Oxalis_caesariata,Fiaschi5273,PP175926,NA,NA,PP179507,NA,PP179511,NA,NA
Oxalis_caesariata,Radavelli62,PP175925,NA,NA,PP179506,NA,PP179510,NA,NA
Oxalis_densifolia,Cabral93,OQ310875,NA,NA,OQ295996,NA,OQ296022,NA,NA
Oxalis_gardneriana,Scatigna1336,PQ847008,NA,NA,PQ846555,NA,NA,NA,NA
Oxalis_veadeirosensis,Fiaschi5330,PQ847009,NA,NA,PQ846557,NA,PQ846558,NA,NA
Oxalis_mandioccana,Richetti29,OQ310885,NA,NA,OQ296006,NA,OQ296033,NA,NA
Oxalis_blackii,Costa115,MH705068,NA,NA,MH705089,NA,MH705073,NA,NA
Oxalis_psoraleoides_subsp_insipida,CabralIS4,OR094469,NA,NA,OR099857,NA,NA,NA,NA
Oxalis_grisea,Vaio512,KC602025,NA,NA,KC602050,NA,KC602079,NA,NA
Oxalis_barrelieri,Vaio517,KC602027,NA,NA,KC602052,NA,KC602081,NA,NA
Oxalis_cytisoides,Cabral139,OQ310874,NA,NA,OQ295995,NA,OQ296021,NA,NA
Oxalis_hyalotricha_subsp_hyalotricha,Cabral170,OQ623647,NA,NA,OR099849,NA,NA,NA,NA
Oxalis_pyrenea_var_macrochaeta,Cabral96,OQ623651,NA,NA,OR099858,NA,OR099881,NA,NA
Oxalis_pyrenea_var_macrochaeta,Radavelli67,NA,NA,NA,PP179508,NA,PP179512,NA,NA
Oxalis_pyrenea_var_pyrenea,Cabral103,NA,NA,NA,OR099858,NA,OR099881,NA,NA
Oxalis_pyrenea_var_pyrenea,Sartor65,PP175927,NA,NA,PP179509,NA,PP179513,NA,NA
Oxalis_sellowii,Cabral109,OQ623655,NA,NA,OR099860,NA,OR099883,NA,NA
Oxalis_suborbiculata,Cabral111,OQ310896,NA,NA,OQ296016,NA,OQ296044,NA,NA
